id,event_type,event_cause,latitude,longitude,endlatitude,endlongitude,requires_road_closure,priority,corridor,corridor_weight,veh_type,police_station,zone,address,start_ist,hour,dow,is_weekend,month,dist_to_cbd_km,has_endpoint,duration_min,status,impact_score,severity,duration_band,expected_minutes,p_road_closure,p_high_priority
FKID002119,unplanned,vehicle_breakdown,13.0410583,77.622995,0.0,0.0,0,High,Hennur Main Road,0.0117459929034626,lcv,Hennuru,Unknown,"MBT Road, AK Colony, Munivenkatappa Layout, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",2024-02-28 05:31:47.717000+05:30,5.0,2.0,0,2.0,7.52,0,,closed,40.9,Moderate,<1h,67,0.0,1.0
FKID002120,unplanned,vehicle_breakdown,12.9665342,77.5050712,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,lcv,Jnanabharathi,Unknown,"Kengeri Main Road, KK Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",2024-02-28 09:08:08.709000+05:30,9.0,2.0,0,2.0,10.82,0,7.453080083333333,closed,31.6,Moderate,<1h,38,0.0,0.001
FKID002121,unplanned,accident,13.0036663,77.6171413,,,0,High,Airport New South Road,0.0081977242138749,unknown,Pulikeshinagar(F.Town),Unknown,"Clark Road, Richards Town, Bengaluru, Karnataka. Pin-560005 (India)",2024-02-28 07:21:14.645322+05:30,7.0,2.0,0,2.0,3.38,0,68.80150233333333,closed,46.0,Moderate,1-6h,171,0.0,1.0
FKID002122,unplanned,vehicle_breakdown,13.0460949,77.6022145,0.0,0.0,0,High,ORR North 1,0.0336473755047106,private_car,Hebbala,Unknown,"3rd Main Road, Prestige Misty Waters, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",2024-02-28 09:10:48.514000+05:30,9.0,2.0,0,2.0,7.81,0,,closed,41.5,Moderate,<1h,51,0.0,1.0
FKID002123,unplanned,vehicle_breakdown,13.0803194,77.5925547,0.0,0.0,0,High,Bellary Road 2,0.0463722011501284,lcv,Yelahanka,Unknown,"Bellary Road, NCC Urban Windsor, Yashoda Nagar, Yelahanka, Bengaluru, Karnataka. Pin-560065 (India)",2024-02-28 05:18:13.371000+05:30,5.0,2.0,0,2.0,11.68,0,,closed,44.5,Moderate,<1h,68,0.0,1.0
FKID002124,unplanned,vehicle_breakdown,12.9680242,77.6003686,0.0,0.0,0,High,Mysore Road,0.0909090909090909,private_car,Cubbon Park,Unknown,"Field Marshal KM Cariappa Road, Cash Pharmacy Junction, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",2024-02-28 05:25:12.222000+05:30,5.0,2.0,0,2.0,0.98,0,,closed,53.9,High,1-6h,162,0.0,1.0
FKID002125,unplanned,vehicle_breakdown,13.0368728,77.5892809,13.0368851,77.5892481,0,High,Bellary Road 1,0.0746359965740854,heavy_vehicle,Kodigehalli,Unknown,"Bellary Road, Nyayagrama, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",2024-02-28 05:32:28.935000+05:30,5.0,2.0,0,2.0,6.98,1,,closed,50.3,High,<1h,57,0.131,1.0
FKID002126,unplanned,vehicle_breakdown,12.9378809,77.5211092,0.0,0.0,0,High,Mysore Road,0.0909090909090909,bmtc_bus,Byatarayanapura,Unknown,"Mysore Road, BWSSB Quarters, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",2024-02-28 09:50:36.993000+05:30,9.0,2.0,0,2.0,9.98,0,111.61205211666667,closed,53.9,High,1-6h,162,0.0,1.0
FKID002127,unplanned,road_conditions,12.989572,77.5016956,0.0,0.0,0,High,Magadi Road,0.0299767527223785,unknown,Kamakshipalya,Unknown,"Magadi Main Road, Hanumantharayan Palya, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",2024-03-19 04:05:42.096000+05:30,4.0,1.0,0,3.0,11.24,0,7234.808201199999,closed,61.9,High,>24h,1783,0.0,1.0
FKID002128,unplanned,vehicle_breakdown,12.9665079,77.5871803,0.0,0.0,0,High,Mysore Road,0.0909090909090909,private_car,Halasuru Gate,Unknown,"NH 275, Halsuru Gate Police Station Junction, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",2024-02-28 07:12:22.599000+05:30,7.0,2.0,0,2.0,2.15,0,,closed,51.5,High,1-6h,107,0.0,1.0
FKID002129,unplanned,vehicle_breakdown,12.95932396,77.65444326,0.0,0.0,0,High,Old Airport Road,0.0092989110485745,bmtc_bus,Jeevanbheemanagar,Unknown,"Old Airport Road, Thimma Reddy Layout, Murugeshpalya, Bengaluru, Karnataka. Pin-560017 (India)",2024-02-28 07:07:01.103000+05:30,7.0,2.0,0,2.0,5.72,0,,closed,42.1,Moderate,<1h,87,0.0,1.0
FKID002130,unplanned,accident,12.9663931,77.5871595,,,0,High,Mysore Road,0.0909090909090909,unknown,Halasuru Gate,Unknown,"NH 275, Halsuru Gate Police Station Junction, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",2024-02-28 08:48:54.745908+05:30,8.0,2.0,0,2.0,2.16,0,,closed,50.5,High,<1h,89,0.001,1.0
FKID002131,unplanned,vehicle_breakdown,12.9680089,77.6004777,0.0,0.0,0,High,Mysore Road,0.0909090909090909,private_car,Ashok Nagar,Unknown,"Field Marshal KM Cariappa Road, Cash Pharmacy Junction, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",2024-02-28 11:08:59.747000+05:30,11.0,2.0,0,2.0,0.98,0,125.653309,closed,54.1,High,1-6h,166,0.0,1.0
FKID002132,unplanned,others,12.9393156,77.6355349,0.0,0.0,0,High,IRR(Thanisandra road),0.0116236388107182,unknown,Ashok Nagar,Unknown,"Domlur Inner Ring Road, Srinivagilu Junction, Agaram, Bengaluru, Karnataka. Pin-560007 (India)",2024-03-19 04:10:30.730000+05:30,4.0,1.0,0,3.0,5.28,0,,active,57.5,High,>24h,1161,0.0,1.0
FKID002133,unplanned,vehicle_breakdown,12.9375353,77.5208464,0.0,0.0,0,High,Mysore Road,0.0909090909090909,lcv,Byatarayanapura,Unknown,"Mysore Road, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",2024-03-19 02:18:51.710000+05:30,2.0,1.0,0,3.0,10.02,0,,closed,50.1,High,<1h,83,0.0,1.0
FKID002134,unplanned,vehicle_breakdown,12.9982847,77.6722483,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,ksrtc_bus,Banaswadi,Unknown,"MBT Road, Jyothipuram, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",2024-03-19 06:17:14.630000+05:30,6.0,1.0,0,3.0,7.75,0,38.49233733333333,closed,34.9,Moderate,<1h,69,0.0,0.001
FKID002135,unplanned,vehicle_breakdown,12.9752471,77.5706111,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,taxi,Chamarajpet,Unknown,"Rao Bahadur DGT Road, Cottonpet Circle, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",2024-03-19 02:34:35.634000+05:30,2.0,1.0,0,3.0,3.67,0,,closed,37.0,Moderate,<1h,99,0.0,0.0
FKID002136,unplanned,vehicle_breakdown,12.93753,77.6274494,0.0,0.0,0,High,IRR(Thanisandra road),0.0116236388107182,others,Adugodi,Unknown,"Domlur Inner Ring Road, Sony World Junction, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",2024-03-19 06:20:58.357000+05:30,6.0,1.0,0,3.0,4.94,0,91.30090236666666,closed,44.3,Moderate,1-6h,121,0.0,1.0
FKID002137,unplanned,tree_fall,12.9715101,77.5684949,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,unknown,Chamarajpet,Unknown,"Dr TCM Royan Road, Subhash Nagar, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",2024-03-19 05:19:48.447000+05:30,5.0,1.0,0,3.0,3.93,0,,closed,47.5,Moderate,<1h,600,0.0,0.0
FKID002138,unplanned,vehicle_breakdown,13.0655698,77.4533063,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,lcv,No Police Station,Unknown,"Mumbai Bengaluru Highway, Makali, Bengaluru, Karnataka. Pin-562162 (India)",2024-03-19 02:20:41.727000+05:30,2.0,1.0,0,3.0,19.18,0,,closed,39.5,Moderate,<1h,151,0.0,0.0
FKID002139,unplanned,vehicle_breakdown,12.9688585,77.5901555,0.0,0.0,0,High,Mysore Road,0.0909090909090909,others,Halasuru Gate,Unknown,"Kasturba Road, Bagamane Pallavi Tower, Sampangiram Nagar, Bengaluru, Karnataka. Pin-560027 (India)",2024-03-19 02:53:30.190000+05:30,2.0,1.0,0,3.0,1.74,0,,closed,48.7,Moderate,<1h,65,0.0,1.0
FKID002140,unplanned,vehicle_breakdown,12.9703792,77.6066712,0.0,0.0,0,High,Mysore Road,0.0909090909090909,bmtc_bus,Ashok Nagar,Unknown,"Brigade Road, St Patricks Complex, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",2024-02-28 11:31:37.671000+05:30,11.0,2.0,0,2.0,0.66,0,,closed,52.2,High,1-6h,120,0.0,1.0
FKID002141,unplanned,vehicle_breakdown,12.9211004,77.6003174,0.0,0.0,0,High,Bannerghata Road,0.02557200538358,lcv,Mico Layout,Unknown,"Bannerghatta Main Road, Gurappanapalya Junction, BTM Layout Stage 1, Bengaluru, Karnataka. Pin-560029 (India)",2024-03-19 06:40:44.803000+05:30,6.0,1.0,0,3.0,6.11,0,,closed,43.8,Moderate,<1h,87,0.0,1.0
FKID002142,unplanned,pot_holes,12.8602848,77.5902661,0.0,0.0,0,High,Bannerghata Road,0.02557200538358,unknown,Hulimavu,Unknown,"Bannerghatta Main Road, Solaris, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)",2024-02-28 11:59:08.120000+05:30,11.0,2.0,0,2.0,12.95,0,,closed,49.9,Moderate,<1h,249,0.0,1.0
FKID002143,unplanned,vehicle_breakdown,12.9768056,77.5856935,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,bmtc_bus,Halasuru Gate,Unknown,"Seshadri Road, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-02-28 13:12:17.955000+05:30,13.0,2.0,0,2.0,2.04,0,,closed,31.9,Moderate,<1h,41,0.0,0.001
FKID002144,unplanned,vehicle_breakdown,12.9723745,77.5866446,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,bmtc_bus,Halasuru Gate,Unknown,"Nrupatunga Road, Gandhi Nagar 2, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-02-28 11:44:08.189000+05:30,11.0,2.0,0,2.0,1.97,0,19.639472016666662,closed,35.8,Moderate,<1h,81,0.0,0.0
FKID002145,unplanned,vehicle_breakdown,13.1036169,77.6005732,0.0,0.0,0,High,Bellary Road 2,0.0463722011501284,bmtc_bus,Yelahanka,Unknown,"Bellary Road, Kogilu Cross Junction, Palanahalli, Bengaluru, Karnataka. Pin-560064 (India)",2024-03-19 07:48:17.506000+05:30,7.0,1.0,0,3.0,14.21,0,59.57834488333333,closed,42.4,Moderate,<1h,48,0.0,1.0
FKID002146,unplanned,vehicle_breakdown,12.9101768,77.6271689,0.0,0.0,0,High,Hosur Road,0.0364615196378318,truck,HSR Layout,Unknown,"Hosur Road, Rajiv Gandhi Nagar, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",2024-02-28 10:41:44.975000+05:30,10.0,2.0,0,2.0,7.71,0,,closed,41.0,Moderate,<1h,44,0.001,1.0
FKID002147,unplanned,vehicle_breakdown,12.9388153,77.6191067,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,bmtc_bus,Adugodi,Unknown,"20th Main Road, Block 8, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",2024-02-28 10:17:51.735000+05:30,10.0,2.0,0,2.0,4.42,0,,closed,39.7,Moderate,1-6h,156,0.0,0.001
FKID002148,unplanned,vehicle_breakdown,13.0220829,77.5632262,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,bmtc_bus,Sadashivanagar,Unknown,"MS Ramaiah Road, Subedarpalya, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",2024-02-28 10:15:31.091000+05:30,10.0,2.0,0,2.0,6.81,0,,closed,36.2,Moderate,<1h,86,0.0,0.0
FKID002149,unplanned,congestion,13.0448569,77.581621,0.0,0.0,0,High,ORR North 2,0.0287532117949345,unknown,Kodigehalli,Unknown,"2nd Main Road, Abdul Patel Syed Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",2024-02-28 10:20:51.649000+05:30,10.0,2.0,0,2.0,8.06,0,,closed,49.6,Moderate,1-6h,224,0.0,1.0
FKID002150,unplanned,vehicle_breakdown,12.9570961,77.5742402,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,bmtc_bus,V.V.Puram (C.Pet),Unknown,"Kondajji Basappa Road, Professor P Shivshankar Circle, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)",2024-02-28 10:53:43.665000+05:30,10.0,2.0,0,2.0,3.89,0,,closed,34.5,Moderate,<1h,64,0.0,0.0
FKID002151,unplanned,vehicle_breakdown,13.0292785,77.5396722,0.0,0.0,0,High,Tumkur Road,0.0560381744769362,private_car,Yeshwanthpura,Unknown,"Outer Ring Road, RNS Shriniketan, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",2024-02-28 13:19:07.452000+05:30,13.0,2.0,0,2.0,9.2,0,12.384581016666669,closed,41.4,Moderate,<1h,34,0.0,1.0
FKID002152,unplanned,vehicle_breakdown,13.0189097,77.5838452,0.0,0.0,0,High,Bellary Road 1,0.0746359965740854,auto,Sadashivanagar,Unknown,"Bellary Road, Embassy One, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",2024-03-19 07:59:27.066000+05:30,7.0,1.0,0,3.0,5.28,0,,closed,49.7,Moderate,<1h,102,0.0,1.0
FKID002153,unplanned,others,13.0694166,77.4455675,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,unknown,No Police Station,Unknown,"Mumbai Bengaluru Highway, Rajadhani Layout, Adakamaranahalli, Bengaluru, Karnataka. Pin-562162 (India)",2024-02-28 17:30:53.985000+05:30,17.0,2.0,0,2.0,20.11,0,,active,41.4,Moderate,<1h,212,0.0,0.001
FKID002154,unplanned,vehicle_breakdown,12.8570928,77.5889739,0.0,0.0,0,High,Bannerghata Road,0.02557200538358,bmtc_bus,Hulimavu,Unknown,"Bannerghatta Main Road, Anjanapura Upavalaya, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)",2024-02-28 14:19:25.616000+05:30,14.0,2.0,0,2.0,13.32,0,16.992135533333332,closed,38.3,Moderate,<1h,33,0.0,1.0
FKID002155,unplanned,vehicle_breakdown,13.0079374,77.5487917,13.0078017,77.5487014,1,High,West of Chord Road,0.021289612137526,lcv,Malleshwaram,Unknown,"Da Ra Bendre Road, Block 1R, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-02-28 12:49:41.209000+05:30,12.0,2.0,0,2.0,7.01,1,,closed,69.2,High,<1h,42,0.999,1.0
FKID002156,unplanned,vehicle_breakdown,12.9875536,77.4751319,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,private_bus,Kamakshipalya,Unknown,"Magadi Main Road, Dodda Gollarahatti, Bengaluru, Karnataka. Pin-560091 (India)",2024-03-19 09:17:02.942000+05:30,9.0,1.0,0,3.0,14.08,0,13.267902833333332,closed,32.0,Moderate,<1h,42,0.0,0.0
FKID002157,unplanned,vehicle_breakdown,13.001201,77.5840085,0.0,0.0,0,High,Bellary Road 1,0.0746359965740854,truck,Sadashivanagar,Unknown,"Sankey Road, Rajamahal Guttahalli, Bengaluru, Karnataka. Pin-560003 (India)",2024-02-28 15:11:10.259000+05:30,15.0,2.0,0,2.0,3.58,0,,closed,47.6,Moderate,<1h,72,0.0,1.0
FKID002158,unplanned,vehicle_breakdown,13.0084486,77.6946979,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,lcv,K.R. Pura,Unknown,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",2024-02-28 15:32:39.714000+05:30,15.0,2.0,0,2.0,10.42,0,,closed,35.0,Moderate,<1h,70,0.0,0.0
FKID002159,unplanned,vehicle_breakdown,13.1340883,77.616595,0.0,0.0,0,High,Bellary Road 2,0.0463722011501284,private_bus,Yelahanka,Unknown,"Bengaluru Bellary Road, Bharthi Nagar, Hunasamaranahalli, Bengaluru, Karnataka. Pin-562157 (India)",2024-02-29 00:04:07.765000+05:30,0.0,3.0,0,2.0,17.64,0,25.2987684,closed,45.1,Moderate,<1h,76,0.0,1.0
FKID002160,unplanned,vehicle_breakdown,12.92118559,77.62042489,0.0,0.0,0,High,Hosur Road,0.0364615196378318,lcv,Madiwala,Unknown,"Madiwala Market Street, Market Square Value Mall, Block 2, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",2024-02-29 01:29:03.246000+05:30,1.0,3.0,0,2.0,6.32,0,2.26340155,closed,47.5,Moderate,1-6h,136,0.0,1.0
FKID002161,unplanned,accident,13.0778533,77.4301137,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,unknown,No Police Station,Unknown,"Mumbai Bengaluru Highway, Devannapalya, Dasanapura, Bengaluru, Karnataka. Pin-562162 (India)",2024-02-29 00:14:26.720000+05:30,0.0,3.0,0,2.0,22.03,0,,closed,36.3,Moderate,<1h,88,0.0,0.0
FKID002162,unplanned,vehicle_breakdown,12.9651411,77.5980377,0.0,0.0,0,High,Mysore Road,0.0909090909090909,lcv,Ashok Nagar,Unknown,"Richmond Road, Richmond Circle, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-02-28 12:55:52.961000+05:30,12.0,2.0,0,2.0,1.39,0,,closed,50.5,High,<1h,90,0.0,1.0
FKID002163,unplanned,vehicle_breakdown,12.9636801,77.5843185,0.0,0.0,0,High,Mysore Road,0.0909090909090909,bmtc_bus,Halasuru Gate,Unknown,"Sri Narasimha Raj Wadiyar Road, Town Hall Junction, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",2024-02-28 12:20:03.959000+05:30,12.0,2.0,0,2.0,2.57,0,,closed,52.1,High,1-6h,118,0.0,1.0
FKID002164,unplanned,vehicle_breakdown,12.9386121,77.7473707,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,heavy_vehicle,Whitefield,Unknown,"Varthur Main Road, Dr BR Ambedkar Circle, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",2024-03-19 07:55:43.161000+05:30,7.0,1.0,0,3.0,16.03,0,,closed,33.9,Moderate,<1h,58,0.0,0.0
FKID002165,unplanned,vehicle_breakdown,12.9025054,77.6316334,0.0,0.0,0,High,Hosur Road,0.0364615196378318,lcv,HSR Layout,Unknown,"Electronics City Flyover, Salarpuria Sattva Greenage, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",2024-02-29 01:31:21.071000+05:30,1.0,3.0,0,2.0,8.67,0,,closed,43.1,Moderate,<1h,64,0.0,1.0
FKID002166,unplanned,vehicle_breakdown,13.048064,77.5004272,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,lcv,Chikkabanavara,Unknown,"Mumbai Bengaluru Highway, Sobha Garrison, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",2024-03-19 07:48:22.662000+05:30,7.0,1.0,0,3.0,13.84,0,,closed,33.4,Moderate,<1h,53,0.0,0.0
FKID002167,unplanned,vehicle_breakdown,13.0466837,77.5019219,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,others,Peenya,Unknown,"Mumbai Bengaluru Highway, The Edge, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",2024-02-29 01:56:16.827000+05:30,1.0,3.0,0,2.0,13.62,0,25.79376715,closed,32.1,Moderate,<1h,43,0.0,0.0
FKID002168,planned,construction,12.9696034,77.7005489,0.0,0.0,0,High,ORR East 2,0.0228802153432032,unknown,HAL Old Airport,Unknown,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2024-02-29 02:21:52.392000+05:30,2.0,3.0,0,2.0,10.43,0,793.8934666666667,closed,55.8,High,6-24h,719,0.0,1.0
FKID002169,unplanned,pot_holes,12.8785233,77.6096717,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,unknown,Hulimavu,Unknown,"Vishveswaraiah Road, BTM Layout Stage 6, Bengaluru, Karnataka. Pin-560076 (India)",2024-02-29 02:35:25.833000+05:30,2.0,3.0,0,2.0,10.84,0,,active,51.5,High,>24h,1185,0.0,0.002
FKID002170,unplanned,vehicle_breakdown,12.92115128,77.62051642,0.0,0.0,0,High,Hosur Road,0.0364615196378318,private_bus,Madiwala,Unknown,"Madiwala Market Street, Market Square Value Mall, Block 2, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",2024-02-29 02:32:33.715000+05:30,2.0,3.0,0,2.0,6.33,0,12.6312672,closed,47.6,Moderate,1-6h,138,0.0,1.0
FKID002171,unplanned,vehicle_breakdown,13.0160987,77.562282,0.0,0.0,0,High,Tumkur Road,0.0560381744769362,lcv,Yeshwanthpura,Unknown,"CV Raman Road, SBD Township Sector B, BHEL Township, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",2024-02-29 02:49:45.808000+05:30,2.0,3.0,0,2.0,6.4,0,16.656762166666667,closed,44.9,Moderate,<1h,62,0.0,1.0
FKID002172,unplanned,construction,13.1188317,77.577265,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,unknown,Yelahanka,Unknown,"Doddaballapur Main Road, NCC Urban Mayfair, Anantapura, Bengaluru, Karnataka. Pin-560064 (India)",2024-02-29 02:18:35.795000+05:30,2.0,3.0,0,2.0,16.16,0,1311.6875813333331,closed,49.2,Moderate,6-24h,802,0.0,0.0
FKID002173,unplanned,vehicle_breakdown,12.9900352,77.5929919,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,bmtc_bus,High ground,Unknown,"Millers Road, BKM Gowda Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-03-19 07:10:45.720000+05:30,7.0,1.0,0,3.0,2.01,0,,closed,35.7,Moderate,<1h,79,0.0,0.0
FKID002174,unplanned,others,13.0414005,77.6226506,0.0,0.0,0,High,Hennur Main Road,0.0117459929034626,unknown,Hennuru,Unknown,"MBT Road, AK Colony, Munivenkatappa Layout, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",2024-02-29 02:52:45.456000+05:30,2.0,3.0,0,2.0,7.54,0,8581.651106383333,closed,59.7,High,>24h,1691,0.0,1.0
FKID002175,unplanned,vehicle_breakdown,13.0567366,77.5467281,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,lcv,Jalahalli,Unknown,"SM Road, Gangamma Circle, Ramchandrapura, Bengaluru, Karnataka. Pin-560013 (India)",2024-03-19 10:05:13.691000+05:30,10.0,1.0,0,3.0,10.95,0,6.593964850000001,closed,31.1,Moderate,<1h,36,0.0,0.0
FKID002176,unplanned,vehicle_breakdown,12.9853023,77.6435876,0.0,0.0,0,High,Old Madras Road,0.0321791263917778,lcv,Banaswadi,Unknown,"Old Madras Road, Aveda Meta, Binnamangala, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2024-02-29 00:41:00.069000+05:30,0.0,3.0,0,2.0,4.36,0,,closed,40.7,Moderate,<1h,45,0.0,1.0
FKID002177,unplanned,vehicle_breakdown,12.9520767,77.540499,0.0,0.0,0,High,Mysore Road,0.0909090909090909,ksrtc_bus,Byatarayanapura,Unknown,"Mysore Road, BR Pura, Bengaluru, Karnataka. Pin-560026 (India)",2024-02-29 02:58:43.405000+05:30,2.0,3.0,0,2.0,7.42,0,45.96836663333333,closed,46.0,Moderate,<1h,41,0.0,1.0
FKID002178,unplanned,vehicle_breakdown,12.9884265,77.6894444,0.0,0.0,0,High,ORR East 2,0.0228802153432032,bmtc_bus,Mahadevapura,Unknown,"Outer Ring Road, Durga Rainbow, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",2024-02-29 03:49:47.481000+05:30,3.0,3.0,0,2.0,9.31,0,42.19713446666666,closed,42.7,Moderate,<1h,75,0.0,1.0
FKID002179,unplanned,vehicle_breakdown,12.9939612,77.5957973,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,bmtc_bus,High ground,Unknown,"Millers Road, Cantt Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-02-29 04:00:18.714000+05:30,4.0,3.0,0,2.0,2.22,0,54.65853513333333,closed,37.5,Moderate,1-6h,107,0.0,0.0
FKID002180,unplanned,tree_fall,13.016978,77.6295862,0.0,0.0,0,High,Airport New South Road,0.0081977242138749,unknown,Banaswadi,Unknown,"Hennur Main Road, Dr BR Ambedkar Nagar, HBR Layout, Bengaluru, Karnataka. Pin-560084 (India)",2024-02-29 04:45:56.244000+05:30,4.0,3.0,0,2.0,5.32,0,,active,50.0,High,1-6h,340,0.0,1.0
FKID002181,unplanned,vehicle_breakdown,13.0264,77.544019,0.0,0.0,0,High,Tumkur Road,0.0560381744769362,bmtc_bus,Yeshwanthpura,Unknown,"Mumbai Bengaluru Highway, Sri Vijayamaruthi Circle, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",2024-02-29 04:13:12.741000+05:30,4.0,3.0,0,2.0,8.63,0,67.62782723333333,closed,49.1,Moderate,1-6h,130,0.0,0.999
FKID002182,unplanned,vehicle_breakdown,12.9174564,77.5802737,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,bmtc_bus,Jayanagara,Unknown,"4th Main Road, Jalamandala CHS, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",2024-02-29 03:09:01.083000+05:30,3.0,3.0,0,2.0,7.01,0,,closed,39.4,Moderate,1-6h,151,0.0,0.0
FKID002183,unplanned,vehicle_breakdown,12.9171847,77.5817486,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,bmtc_bus,Jayanagara,Unknown,"46th Cross Road, CR Layout, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)",2024-02-29 03:11:24.235000+05:30,3.0,3.0,0,2.0,6.98,0,,closed,39.5,Moderate,1-6h,152,0.0,0.0
FKID002184,unplanned,vehicle_breakdown,13.0078569,77.662523,0.0,0.0,0,High,ORR North 1,0.0336473755047106,lcv,Banaswadi,Unknown,"MBT Road, Jala, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",2024-02-29 00:18:42.806000+05:30,0.0,3.0,0,2.0,7.22,0,,closed,43.0,Moderate,<1h,66,0.0,1.0
FKID002185,unplanned,vehicle_breakdown,12.964707,77.5727963,0.0,0.0,0,High,Mysore Road,0.0909090909090909,bmtc_bus,Chamarajpet,Unknown,"Mysore Road, Chanda Nagar, Sultanpete, Bengaluru, Karnataka. Pin-560053 (India)",2024-02-29 03:05:33.771000+05:30,3.0,3.0,0,2.0,3.65,0,,closed,47.2,Moderate,<1h,51,0.0,0.999
FKID002186,unplanned,vehicle_breakdown,12.9619885,77.5843182,12.9618456,77.5842886,1,High,Mysore Road,0.0909090909090909,others,Halasuru Gate,Unknown,"Model Road, Kumbaragundi, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",2024-03-19 10:16:49.271000+05:30,10.0,1.0,0,3.0,2.68,1,,closed,82.3,Critical,1-6h,122,1.0,1.0
FKID002187,unplanned,vehicle_breakdown,12.9878367,77.5128914,0.0,0.0,0,High,Magadi Road,0.0299767527223785,heavy_vehicle,Kamakshipalya,Unknown,"Magadi Main Road, Srigandakavulu Junction, Kamakshipalya, Bengaluru, Karnataka. Pin-560091 (India)",2024-02-29 02:18:59.470000+05:30,2.0,3.0,0,2.0,10.01,0,,closed,45.4,Moderate,1-6h,107,0.0,1.0
